auction_id,bidder_id,organization_type,budget_million_usd,priority_level,urgency_score,mission_type,technical_readiness,payload_mass_kg,time_sensitivity_days,strategic_importance,risk_factor,previous_launches,reliability_score,auction_date,launch_window_date,n_competitors,composite_score,is_winner,rank,budget_per_kg,urgency_time_ratio,readiness_reliability,priority_numeric,org_type_numeric
913,BID_913_0,Research,3.81,Medium,3,Weather Monitoring,7,4125,82,5,6,9,0.608,2026-03-07,2026-05-31,2,0.4182795698924731,0,2.0,923.6363636363636,0.036585365853658534,0.4256,2,2
913,BID_913_1,Research,13.95,High,3,Scientific Research,8,3259,166,5,8,12,0.628,2026-03-07,2026-05-31,2,0.675,1,1.0,4280.454127032832,0.018072289156626505,0.5024000000000001,3,2
914,BID_914_0,Research,11.65,Medium,8,GPS,10,2082,51,2,3,47,1.0,2026-07-04,2026-07-18,3,0.5844136941369414,0,3.0,5595.581171950048,0.1568627450980392,1.0,2,2
914,BID_914_1,Government,24.39,Low,5,Scientific Research,9,1740,118,8,1,36,0.935,2026-07-04,2026-07-18,3,0.64,1,1.0,14017.241379310344,0.0423728813559322,0.8415,1,3
914,BID_914_2,Research,7.5,High,8,ISS Resupply,9,417,99,3,6,30,0.972,2026-07-04,2026-07-18,3,0.6018757687576877,0,2.0,17985.61151079137,0.08080808080808081,0.8748,3,2
915,BID_915_0,Government,12.92,High,8,Technology Demonstration,7,825,41,7,6,19,0.812,2027-01-29,2027-02-08,2,0.7949999999999999,1,1.0,15660.60606060606,0.1951219512195122,0.5684,3,3
915,BID_915_1,Commercial,9.7,Medium,5,Technology Demonstration,5,1032,59,5,4,16,0.9,2027-01-29,2027-02-08,2,0.5676934984520123,0,2.0,9399.22480620155,0.0847457627118644,0.45,2,1
916,BID_916_0,Research,7.86,Medium,4,Technology Demonstration,10,3642,52,8,7,34,0.965,2026-10-01,2026-10-16,4,0.4665521251850286,0,3.0,2158.154859967051,0.07692307692307693,0.965,2,2
916,BID_916_1,Research,4.29,Low,6,Communications,7,1152,36,2,3,1,0.742,2026-10-01,2026-10-16,4,0.34267921336434765,0,4.0,3723.9583333333335,0.16666666666666666,0.5194,1,2
916,BID_916_2,Military,47.29,Medium,6,Communications,9,784,64,6,5,37,1.0,2026-10-01,2026-10-16,4,0.695,0,2.0,60318.87755102041,0.09375,0.9,2,5
916,BID_916_3,Military,44.59,High,6,Scientific Research,9,4406,161,10,9,41,1.0,2026-10-01,2026-10-16,4,0.7757263692112497,1,1.0,10120.290512936905,0.037267080745341616,0.9,3,5
917,BID_917_0,Emergency,19.23,Critical,9,GPS,6,1642,36,6,10,37,0.881,2026-11-24,2027-01-18,2,0.8500000000000001,1,1.0,11711.327649208282,0.25,0.5286,4,4
917,BID_917_1,Research,6.18,High,3,Communications,6,2729,107,9,4,6,0.693,2026-11-24,2027-01-18,2,0.5453432137285491,0,2.0,2264.565775009161,0.028037383177570093,0.41579999999999995,3,2
918,BID_918_0,Emergency,34.31,Critical,9,Satellite Deployment,7,666,130,6,4,44,1.0,2026-05-31,2026-08-01,3,0.8206930693069308,1,1.0,51516.516516516516,0.06923076923076923,0.7,4,4
918,BID_918_1,Military,47.47,High,6,Technology Demonstration,5,4246,129,6,6,1,0.544,2026-05-31,2026-08-01,3,0.7250000000000001,0,2.0,11179.934055581723,0.046511627906976744,0.272,3,5
918,BID_918_2,Research,12.54,Low,4,Satellite Deployment,6,2331,74,10,6,27,0.778,2026-05-31,2026-08-01,3,0.40104171055403415,0,3.0,5379.66537966538,0.05405405405405406,0.4668,1,2
919,BID_919_0,Military,49.32,High,9,Earth Observation,7,575,133,8,3,22,0.932,2026-03-12,2026-04-20,5,0.84,1,1.0,85773.91304347826,0.06766917293233082,0.6524,3,5
919,BID_919_1,Emergency,18.27,Critical,8,Communications,5,3191,60,9,1,12,0.819,2026-03-12,2026-04-20,5,0.7376094890510949,0,2.0,5725.477906612347,0.13333333333333333,0.4095,4,4
919,BID_919_2,Military,28.98,Medium,6,ISS Resupply,10,549,87,6,4,48,1.0,2026-03-12,2026-04-20,5,0.6068978102189782,0,4.0,52786.88524590164,0.06896551724137931,1.0,2,5
919,BID_919_3,Military,28.15,High,9,Communications,5,3577,109,6,1,22,0.898,2026-03-12,2026-04-20,5,0.7026905920519061,0,3.0,7869.723231758457,0.08256880733944955,0.449,3,5
919,BID_919_4,Government,17.57,Low,8,Technology Demonstration,8,3353,161,7,4,13,0.837,2026-03-12,2026-04-20,5,0.5040612327656124,0,5.0,5240.083507306889,0.049689440993788817,0.6696,1,3
920,BID_920_0,Commercial,11.84,High,3,Defense,5,316,155,8,2,17,0.867,2026-02-15,2026-04-26,2,0.5311121110825405,0,2.0,37468.354430379746,0.01935483870967742,0.4335,3,1
920,BID_920_1,Military,38.89,High,9,Communications,6,1595,62,7,1,48,1.0,2026-02-15,2026-04-26,2,0.8300000000000001,1,1.0,24382.44514106583,0.14516129032258066,0.6,3,5
921,BID_921_0,Military,25.0,High,10,Defense,6,1501,69,8,10,46,0.962,2026-07-01,2026-08-13,5,0.6955892185541164,0,3.0,16655.562958027982,0.14492753623188406,0.5771999999999999,3,5
921,BID_921_1,Military,44.63,Medium,9,Scientific Research,6,4397,90,7,6,35,1.0,2026-07-01,2026-08-13,5,0.7131278729628082,0,2.0,10150.102342506254,0.1,0.6,2,5
921,BID_921_2,Government,11.4,Low,7,GPS,5,1833,165,10,7,50,1.0,2026-07-01,2026-08-13,5,0.439548683660677,0,4.0,6219.312602291326,0.04242424242424243,0.5,1,3
921,BID_921_3,Research,4.44,Medium,5,Defense,6,2026,116,8,9,35,1.0,2026-07-01,2026-08-13,5,0.41819264521521105,0,5.0,2191.5103652517278,0.04310344827586207,0.6,2,2
921,BID_921_4,Military,47.86,High,9,Communications,8,4708,169,7,4,34,0.845,2026-07-01,2026-08-13,5,0.8350000000000001,1,1.0,10165.675446049278,0.05325443786982249,0.676,3,5
922,BID_922_0,Emergency,31.86,Critical,9,Emergency Response,7,4350,86,9,5,33,0.959,2027-01-22,2027-02-28,4,0.915,1,1.0,7324.137931034483,0.10465116279069768,0.6712999999999999,4,4
922,BID_922_1,Emergency,23.92,Critical,10,Weather Monitoring,5,3318,66,6,3,2,0.64,2027-01-22,2027-02-28,4,0.8326961707470183,0,2.0,7209.162145871007,0.15151515151515152,0.32,4,4
922,BID_922_2,Commercial,19.17,Medium,4,GPS,7,1481,154,8,8,25,0.761,2027-01-22,2027-02-28,4,0.5404237288135594,0,4.0,12943.956785955435,0.025974025974025976,0.5327,2,1
922,BID_922_3,Government,13.48,Medium,7,Defense,7,139,138,6,5,16,0.9,2027-01-22,2027-02-28,4,0.550775266792216,0,3.0,96978.41726618705,0.050724637681159424,0.63,2,3
923,BID_923_0,Military,39.12,Low,6,Weather Monitoring,10,1854,104,6,7,34,0.954,2026-09-13,2026-10-12,4,0.62,0,3.0,21100.32362459547,0.057692307692307696,0.954,1,5
923,BID_923_1,Commercial,12.23,Low,3,Earth Observation,5,1724,103,2,2,33,1.0,2026-09-13,2026-10-12,4,0.32315695296523517,0,4.0,7093.967517401392,0.02912621359223301,0.5,1,1
923,BID_923_2,Emergency,34.92,Critical,10,Satellite Deployment,7,2899,93,9,6,16,0.713,2026-09-13,2026-10-12,4,0.903159509202454,1,1.0,12045.53294239393,0.10752688172043011,0.49909999999999993,4,4
923,BID_923_3,Emergency,24.49,Critical,10,Communications,8,4249,72,9,8,5,0.847,2026-09-13,2026-10-12,4,0.8365056237218814,0,2.0,5763.709108025418,0.1388888888888889,0.6776,4,4
924,BID_924_0,Government,26.32,High,10,GPS,7,2868,152,9,7,1,0.513,2026-05-13,2026-06-26,2,0.85,1,1.0,9177.126917712692,0.06578947368421052,0.3591,3,3
924,BID_924_1,Commercial,20.93,Low,1,ISS Resupply,9,3488,171,3,3,31,1.0,2026-05-13,2026-06-26,2,0.4488031914893617,0,2.0,6000.573394495413,0.005847953216374269,0.9,1,1
925,BID_925_0,Military,46.6,High,9,Weather Monitoring,10,1129,32,7,7,33,0.9,2026-10-26,2026-12-20,3,0.84,1,1.0,41275.46501328609,0.28125,0.9,3,5
925,BID_925_1,Government,22.09,High,10,Satellite Deployment,9,2761,180,6,10,12,0.698,2026-10-26,2026-12-20,3,0.6935085836909871,0,3.0,8000.724375226368,0.05555555555555555,0.6282,3,3
925,BID_925_2,Military,32.52,Medium,10,ISS Resupply,8,3054,15,6,2,12,0.744,2026-10-26,2026-12-20,3,0.7044635193133049,0,2.0,10648.330058939098,0.6666666666666666,0.5952000000000001,2,5
926,BID_926_0,Government,11.87,Low,9,Weather Monitoring,9,2328,55,9,1,0,0.707,2026-02-10,2026-03-19,4,0.6186682242990655,0,3.0,5098.7972508591065,0.16363636363636364,0.6363,1,3
926,BID_926_1,Research,13.48,Medium,6,Technology Demonstration,7,4821,92,2,5,11,0.788,2026-02-10,2026-03-19,4,0.5424766355140187,0,4.0,2796.100394109106,0.06521739130434782,0.5516,2,2
926,BID_926_2,Government,14.23,High,7,Weather Monitoring,9,3271,116,8,5,8,0.831,2026-02-10,2026-03-19,4,0.7262383177570094,0,2.0,4350.3515744420665,0.0603448275862069,0.7479,3,3
926,BID_926_3,Emergency,21.4,Critical,10,GPS,8,1168,128,7,9,0,0.79,2026-02-10,2026-03-19,4,0.905,1,1.0,18321.91780821918,0.078125,0.6320000000000001,4,4
927,BID_927_0,Emergency,25.12,Critical,8,Weather Monitoring,7,3876,155,8,10,11,0.68,2026-09-01,2026-09-16,2,0.8600000000000001,1,1.0,6480.908152734778,0.05161290322580645,0.476,4,4
927,BID_927_1,Commercial,8.25,High,4,Communications,9,1967,48,7,5,46,1.0,2026-09-01,2026-09-16,2,0.5721058917197452,0,2.0,4194.204372140315,0.08333333333333333,0.9,3,1
928,BID_928_0,Commercial,22.03,Medium,1,Emergency Response,5,3910,149,2,3,43,1.0,2026-03-19,2026-03-31,5,0.5014597039473684,0,4.0,5634.2710997442455,0.006711409395973154,0.5,2,1
928,BID_928_1,Government,18.14,High,10,GPS,8,3418,26,6,5,49,1.0,2026-03-19,2026-03-31,5,0.7764720394736843,0,2.0,5307.197191339965,0.38461538461538464,0.8,3,3
928,BID_928_2,Military,24.32,Low,8,Defense,7,836,80,7,6,45,1.0,2026-03-19,2026-03-31,5,0.645,0,3.0,29090.909090909092,0.1,0.7,1,5
928,BID_928_3,Research,3.24,Medium,7,Communications,10,1847,130,3,9,30,1.0,2026-03-19,2026-03-31,5,0.45830592105263157,0,5.0,1754.195993502978,0.05384615384615385,1.0,2,2
928,BID_928_4,Emergency,24.11,Critical,10,Emergency Response,9,4644,38,6,3,26,1.0,2026-03-19,2026-03-31,5,0.9328412828947367,1,1.0,5191.645133505599,0.2631578947368421,0.9,4,4
929,BID_929_0,Emergency,25.36,Critical,10,Emergency Response,5,778,94,10,3,46,1.0,2026-06-21,2026-09-17,5,0.9009400544959127,1,1.0,32596.401028277636,0.10638297872340426,0.5,4,4
929,BID_929_1,Commercial,5.15,Low,5,Emergency Response,5,4374,159,5,2,46,1.0,2026-06-21,2026-09-17,5,0.3588521798365123,0,5.0,1177.4119798811157,0.031446540880503145,0.5,1,1
929,BID_929_2,Emergency,29.36,Critical,10,Technology Demonstration,5,1050,113,6,5,25,0.827,2026-06-21,2026-09-17,5,0.8850000000000001,0,2.0,27961.904761904763,0.08849557522123894,0.4135,4,4
929,BID_929_3,Emergency,23.85,Critical,10,ISS Resupply,5,4872,136,6,10,29,0.899,2026-06-21,2026-09-17,5,0.8130824250681199,0,3.0,4895.320197044335,0.07352941176470588,0.4495,4,4
929,BID_929_4,Government,24.64,Medium,6,Weather Monitoring,8,1843,178,10,6,45,1.0,2026-06-21,2026-09-17,5,0.6798092643051771,0,4.0,13369.50623982637,0.033707865168539325,0.8,2,3
930,BID_930_0,Government,26.26,High,9,Emergency Response,8,138,21,10,9,7,0.76,2027-01-09,2027-03-18,5,0.8301243599122166,1,1.0,190289.85507246378,0.42857142857142855,0.6080000000000001,3,3
930,BID_930_1,Government,14.22,Medium,6,Scientific Research,7,876,47,10,1,35,1.0,2027-01-09,2027-03-18,5,0.6150292611558157,0,4.0,16232.876712328767,0.1276595744680851,0.7,2,3
930,BID_930_2,Research,10.54,High,6,Emergency Response,9,4896,22,10,7,42,1.0,2027-01-09,2027-03-18,5,0.6463789319678127,0,3.0,2152.777777777778,0.2727272727272727,0.9,3,2
930,BID_930_3,Commercial,13.31,Low,2,Defense,8,3053,59,9,4,36,1.0,2027-01-09,2027-03-18,5,0.4367081199707389,0,5.0,4359.646249590567,0.03389830508474576,0.8,1,1
930,BID_930_4,Government,27.34,High,8,ISS Resupply,8,2618,110,7,2,49,1.0,2027-01-09,2027-03-18,5,0.8250000000000001,0,2.0,10443.086325439266,0.07272727272727272,0.8,3,3
931,BID_931_0,Commercial,13.96,Low,5,Satellite Deployment,8,482,69,8,9,49,1.0,2026-05-08,2026-07-14,2,0.47356295445847685,0,2.0,28962.65560165975,0.07246376811594203,0.8,1,1
931,BID_931_1,Military,26.13,High,9,Earth Observation,9,1941,49,9,1,36,1.0,2026-05-08,2026-07-14,2,0.88,1,1.0,13462.132921174652,0.1836734693877551,0.9,3,5
932,BID_932_0,Government,17.17,High,9,Scientific Research,10,3665,132,10,8,26,1.0,2026-06-20,2026-08-30,3,0.778088905775076,0,2.0,4684.856753069577,0.06818181818181818,1.0,3,3
932,BID_932_1,Research,8.76,Medium,7,Earth Observation,7,585,128,5,5,21,0.828,2026-06-20,2026-08-30,3,0.5182066869300912,0,3.0,14974.358974358975,0.0546875,0.5795999999999999,2,2
932,BID_932_2,Emergency,26.32,Critical,8,Earth Observation,8,3337,99,6,10,32,0.868,2026-06-20,2026-08-30,3,0.8500000000000001,1,1.0,7887.3239436619715,0.08080808080808081,0.6944,4,4
933,BID_933_0,Government,28.34,High,8,Emergency Response,9,2967,7,7,5,21,0.939,2026-09-17,2026-12-08,2,0.82,1,1.0,9551.735760026962,1.1428571428571428,0.8451,3,3
933,BID_933_1,Research,8.41,High,3,Scientific Research,8,1570,108,10,4,3,0.595,2026-09-17,2026-12-08,2,0.5691884262526464,0,2.0,5356.6878980891715,0.027777777777777776,0.476,3,2
934,BID_934_0,Government,21.72,High,6,GPS,8,1924,68,10,1,29,1.0,2027-01-06,2027-02-14,5,0.7294713656387666,0,3.0,11288.98128898129,0.08823529411764706,0.8,3,3
934,BID_934_1,Government,13.85,High,5,Earth Observation,6,2844,29,10,6,9,0.784,2027-01-06,2027-02-14,5,0.6066886930983848,0,5.0,4869.901547116737,0.1724137931034483,0.4704,3,3
934,BID_934_2,Government,14.92,High,8,Earth Observation,10,4020,101,7,6,45,1.0,2027-01-06,2027-02-14,5,0.6845447870778267,0,4.0,3711.442786069652,0.07920792079207921,1.0,3,3
934,BID_934_3,Emergency,21.71,Critical,10,Technology Demonstration,9,302,22,7,7,46,1.0,2027-01-06,2027-02-14,5,0.8343979441997063,0,2.0,71887.41721854305,0.45454545454545453,0.9,4,4
934,BID_934_4,Emergency,34.05,Critical,10,Communications,6,1214,133,7,4,16,0.699,2027-01-06,2027-02-14,5,0.91,1,1.0,28047.775947281712,0.07518796992481203,0.41939999999999994,4,4
935,BID_935_0,Research,9.4,High,7,Communications,8,1245,63,8,3,11,0.711,2027-01-23,2027-03-22,4,0.6247561311656104,0,2.0,7550.2008032128515,0.1111111111111111,0.5688,3,2
935,BID_935_1,Military,36.29,Medium,7,ISS Resupply,5,2009,65,6,1,34,1.0,2027-01-23,2027-03-22,4,0.6950000000000002,1,1.0,18063.713290194126,0.1076923076923077,0.5,2,5
935,BID_935_2,Government,17.52,Low,6,Communications,7,378,59,6,5,12,0.677,2027-01-23,2027-03-22,4,0.47069440617249936,0,4.0,46349.206349206346,0.1016949152542373,0.4739,1,3
935,BID_935_3,Research,10.48,Medium,8,ISS Resupply,10,4502,138,4,9,17,0.78,2027-01-23,2027-03-22,4,0.5271961972995316,0,3.0,2327.854286983563,0.057971014492753624,0.78,2,2
936,BID_936_0,Emergency,30.56,Critical,10,Satellite Deployment,7,3907,63,6,10,33,1.0,2026-04-07,2026-05-30,2,0.8799999999999999,1,1.0,7821.858203224981,0.15873015873015872,0.7,4,4
936,BID_936_1,Government,14.41,Medium,10,ISS Resupply,8,3548,153,10,1,41,1.0,2026-04-07,2026-05-30,2,0.6928828534031414,0,2.0,4061.4430665163472,0.06535947712418301,0.8,2,3
937,BID_937_0,Government,18.13,High,7,Scientific Research,5,3111,132,7,8,39,1.0,2026-08-09,2026-09-30,4,0.650169462512838,0,4.0,5827.708132433301,0.05303030303030303,0.5,3,3
937,BID_937_1,Emergency,29.21,Critical,9,Satellite Deployment,7,1789,44,7,10,27,0.927,2026-08-09,2026-09-30,4,0.87,1,1.0,16327.557294577977,0.20454545454545456,0.6489,4,4
937,BID_937_2,Government,18.38,High,9,Communications,7,1187,141,7,10,2,0.586,2026-08-09,2026-09-30,4,0.7023091407052379,0,3.0,15484.41449031171,0.06382978723404255,0.41019999999999995,3,3
937,BID_937_3,Emergency,16.68,Critical,10,Technology Demonstration,8,4342,62,6,6,1,0.581,2026-08-09,2026-09-30,4,0.802759328996919,0,2.0,3841.5476738830034,0.16129032258064516,0.4648,4,4
938,BID_938_0,Government,29.69,High,9,Earth Observation,7,3072,27,7,6,0,0.619,2026-12-02,2027-02-12,2,0.815,0,2.0,9664.713541666666,0.3333333333333333,0.43329999999999996,3,3
938,BID_938_1,Emergency,20.71,Critical,10,Defense,8,401,110,7,5,31,0.935,2026-12-02,2027-02-12,2,0.8493853149208488,1,1.0,51645.88528678304,0.09090909090909091,0.7480000000000001,4,4
939,BID_939_0,Military,37.57,Medium,10,Earth Observation,6,1265,150,8,10,5,0.817,2026-07-03,2026-09-20,2,0.7400000000000002,1,1.0,29699.604743083004,0.06666666666666667,0.49019999999999997,2,5
939,BID_939_1,Commercial,24.32,Low,2,Defense,7,1617,86,3,8,24,0.791,2026-07-03,2026-09-20,2,0.38683124833643867,0,2.0,15040.197897340755,0.023255813953488372,0.5537,1,1
940,BID_940_0,Military,39.44,Medium,9,Communications,10,3718,82,10,7,14,0.819,2026-07-17,2026-09-07,2,0.795,1,1.0,10607.853684776761,0.10975609756097561,0.819,2,5
940,BID_940_1,Government,24.35,High,9,GPS,9,2467,8,10,10,22,0.816,2026-07-17,2026-09-07,2,0.7493483772819473,0,2.0,9870.287798946089,1.125,0.7343999999999999,3,3
941,BID_941_0,Emergency,28.47,Critical,10,GPS,6,710,127,10,8,13,0.639,2026-09-01,2026-10-24,4,0.92,1,1.0,40098.59154929577,0.07874015748031496,0.3834,4,4
941,BID_941_1,Research,10.37,High,8,ISS Resupply,5,1299,126,4,7,42,1.0,2026-09-01,2026-10-24,4,0.5810607657183,0,3.0,7983.06389530408,0.06349206349206349,0.5,3,2
941,BID_941_2,Research,3.94,Medium,5,Earth Observation,10,3878,59,3,3,46,1.0,2026-09-01,2026-10-24,4,0.44959782226905515,0,4.0,1015.9876224858174,0.0847457627118644,1.0,2,2
941,BID_941_3,Military,27.45,High,9,Weather Monitoring,9,1851,160,9,7,0,0.739,2026-09-01,2026-10-24,4,0.8410432033719705,0,2.0,14829.821717990275,0.05625,0.6651,3,5
942,BID_942_0,Commercial,12.79,Medium,3,Defense,9,3629,108,1,8,13,0.923,2026-02-18,2026-05-13,2,0.5700000000000001,0,2.0,3524.386883438964,0.027777777777777776,0.8307000000000001,2,1
942,BID_942_1,Research,11.22,Medium,6,Weather Monitoring,7,3764,149,10,4,42,1.0,2026-02-18,2026-05-13,2,0.6893119624706802,1,1.0,2980.8714133900107,0.040268456375838924,0.7,2,2
943,BID_943_0,Government,14.78,Medium,5,Emergency Response,8,577,164,10,4,31,0.839,2026-12-12,2027-02-03,4,0.619130060292851,0,3.0,25615.25129982669,0.03048780487804878,0.6712,2,3
943,BID_943_1,Emergency,23.22,Critical,9,GPS,10,4681,34,8,6,48,1.0,2026-12-12,2027-02-03,4,0.9300000000000002,1,1.0,4960.478530228584,0.2647058823529412,1.0,4,4
943,BID_943_2,Research,5.81,Low,8,Weather Monitoring,8,3666,154,5,5,31,1.0,2026-12-12,2027-02-03,4,0.45255383290267015,0,4.0,1584.8336061102018,0.05194805194805195,0.8,1,2
943,BID_943_3,Research,13.55,High,7,Emergency Response,9,566,90,3,9,36,0.869,2026-12-12,2027-02-03,4,0.6358871662360034,0,2.0,23939.929328621907,0.07777777777777778,0.7821,3,2
944,BID_944_0,Government,16.83,Medium,5,Defense,6,3724,145,9,8,5,0.728,2026-08-19,2026-10-20,4,0.5040013404825737,0,3.0,4519.334049409237,0.034482758620689655,0.43679999999999997,2,3
944,BID_944_1,Military,20.21,High,10,Communications,8,2340,69,8,1,38,1.0,2026-08-19,2026-10-20,4,0.7428798033958893,1,1.0,8636.752136752137,0.14492753623188406,0.8,3,5
944,BID_944_2,Military,44.76,Medium,8,Technology Demonstration,6,4223,17,7,6,3,0.575,2026-08-19,2026-10-20,4,0.7100000000000001,0,2.0,10599.100165758939,0.47058823529411764,0.345,2,5
944,BID_944_3,Commercial,8.19,Medium,5,Technology Demonstration,10,4947,179,7,5,25,0.991,2026-08-19,2026-10-20,4,0.4907439678284183,0,4.0,1655.5488174651302,0.027932960893854747,0.991,2,1
945,BID_945_0,Government,22.33,Low,6,GPS,7,4428,110,8,3,7,0.626,2026-06-16,2026-07-21,3,0.63,1,1.0,5042.908762420958,0.05454545454545454,0.4382,1,3
945,BID_945_1,Commercial,17.45,Low,3,Earth Observation,5,2026,136,8,2,0,0.656,2026-06-16,2026-07-21,3,0.5003649798477385,0,2.0,8613.030602171768,0.022058823529411766,0.328,1,1
945,BID_945_2,Commercial,12.37,Medium,2,GPS,7,3537,166,5,7,27,0.77,2026-06-16,2026-07-21,3,0.46349081952530236,0,3.0,3497.314108001131,0.012048192771084338,0.5389999999999999,2,1
946,BID_946_0,Research,12.73,Medium,6,Earth Observation,7,3715,77,8,7,47,1.0,2026-11-28,2026-12-12,4,0.5028137651821862,0,3.0,3426.6487213997307,0.07792207792207792,0.7,2,2
946,BID_946_1,Commercial,23.94,Low,1,Earth Observation,5,1625,52,2,6,2,0.816,2026-11-28,2026-12-12,4,0.31253036437246967,0,4.0,14732.307692307691,0.019230769230769232,0.408,1,1
946,BID_946_2,Research,12.26,Medium,8,Technology Demonstration,10,3418,87,6,9,50,1.0,2026-11-28,2026-12-12,4,0.5403100362241636,0,2.0,3586.8929198361616,0.09195402298850575,1.0,2,2
946,BID_946_3,Military,46.93,High,6,Technology Demonstration,10,463,17,6,6,33,1.0,2026-11-28,2026-12-12,4,0.7749999999999999,1,1.0,101360.69114470843,0.35294117647058826,1.0,3,5
947,BID_947_0,Research,4.05,High,7,Earth Observation,10,3385,7,2,4,32,0.914,2026-05-22,2026-07-15,3,0.5620711297071129,1,1.0,1196.4549483013293,1.0,0.914,3,2
947,BID_947_1,Commercial,21.51,Medium,1,Scientific Research,9,2874,130,4,9,0,0.532,2026-05-22,2026-07-15,3,0.555,0,2.0,7484.342379958246,0.007692307692307693,0.47880000000000006,2,1
947,BID_947_2,Commercial,9.02,Medium,1,Scientific Research,7,2998,126,2,9,5,0.823,2026-05-22,2026-07-15,3,0.36983496048349607,0,3.0,3008.672448298866,0.007936507936507936,0.5761,2,1
948,BID_948_0,Commercial,22.0,Low,5,Weather Monitoring,9,4754,155,2,4,25,0.938,2026-08-17,2026-11-15,2,0.5043287435456111,0,2.0,4627.681952040387,0.03225806451612903,0.8442,1,1
948,BID_948_1,Government,29.05,Low,5,GPS,7,1089,154,10,4,36,0.984,2026-08-17,2026-11-15,2,0.6250000000000001,1,1.0,26675.84940312213,0.032467532467532464,0.6888,1,3
949,BID_949_0,Emergency,18.0,Critical,10,Emergency Response,5,4056,8,6,5,39,1.0,2026-03-14,2026-05-24,5,0.7493583227445998,1,1.0,4437.869822485207,1.25,0.5,4,4
949,BID_949_1,Military,36.13,High,7,Scientific Research,9,3095,11,6,10,27,0.795,2026-03-14,2026-05-24,5,0.7445425667090215,0,2.0,11673.667205169628,0.6363636363636364,0.7155,3,5
949,BID_949_2,Military,39.35,Low,7,Communications,6,708,56,10,6,10,0.889,2026-03-14,2026-05-24,5,0.6449999999999999,0,4.0,55579.09604519774,0.125,0.5334,1,5
949,BID_949_3,Commercial,24.21,Low,5,Weather Monitoring,5,527,61,8,2,30,0.949,2026-03-14,2026-05-24,5,0.49881194409148666,0,5.0,45939.2789373814,0.08196721311475409,0.4745,1,1
949,BID_949_4,Military,24.29,Low,10,GPS,8,1365,121,10,1,24,0.86,2026-03-14,2026-05-24,5,0.6543202033036849,0,3.0,17794.871794871793,0.08264462809917356,0.6880000000000001,1,5
950,BID_950_0,Emergency,26.34,Critical,10,Scientific Research,10,368,173,6,7,37,1.0,2027-01-20,2027-02-19,2,0.9048429319371728,1,1.0,71576.08695652174,0.057803468208092484,1.0,4,4
950,BID_950_1,Government,28.65,High,5,Earth Observation,7,4117,179,7,2,7,0.736,2027-01-20,2027-02-19,2,0.7549999999999999,0,2.0,6958.950692251639,0.027932960893854747,0.5152,3,3
951,BID_951_0,Military,44.68,Low,6,ISS Resupply,10,1179,178,10,10,14,0.699,2026-12-27,2027-01-11,2,0.645,1,1.0,37896.52247667515,0.033707865168539325,0.699,1,5
951,BID_951_1,Research,9.5,Medium,5,GPS,9,4261,133,10,3,3,0.659,2026-12-27,2027-01-11,2,0.5281557743957028,0,2.0,2229.523586012673,0.03759398496240601,0.5931000000000001,2,2
952,BID_952_0,Government,19.98,Low,10,GPS,9,3626,149,10,2,1,0.774,2026-05-25,2026-06-15,3,0.6791024747298711,0,2.0,5510.2040816326535,0.06711409395973154,0.6966,1,3
952,BID_952_1,Emergency,28.69,Critical,10,ISS Resupply,9,3414,147,8,6,1,0.613,2026-05-25,2026-06-15,3,0.94,1,1.0,8403.632103104863,0.06802721088435375,0.5517,4,4
952,BID_952_2,Commercial,15.06,Medium,1,Scientific Research,5,1878,115,1,9,7,0.691,2026-05-25,2026-06-15,3,0.36623039386545836,0,3.0,8019.169329073482,0.008695652173913044,0.3455,2,1
953,BID_953_0,Commercial,14.71,Low,3,Weather Monitoring,10,3434,17,9,2,44,1.0,2026-03-25,2026-06-11,4,0.4446512887156162,0,3.0,4283.634245777519,0.17647058823529413,1.0,1,1
953,BID_953_1,Commercial,17.97,Low,3,Satellite Deployment,9,2034,76,7,10,20,0.779,2026-03-25,2026-06-11,4,0.39230344379467186,0,4.0,8834.80825958702,0.039473684210526314,0.7011000000000001,1,1
953,BID_953_2,Military,46.17,High,8,Satellite Deployment,8,194,158,10,1,26,1.0,2026-03-25,2026-06-11,4,0.8600000000000001,1,1.0,237989.69072164947,0.05063291139240506,0.8,3,5
953,BID_953_3,Emergency,18.14,Critical,9,GPS,8,3640,159,7,10,40,1.0,2026-03-25,2026-06-11,4,0.7282239549491011,0,2.0,4983.516483516483,0.05660377358490566,0.8,4,4
954,BID_954_0,Commercial,24.25,Low,4,Weather Monitoring,6,2346,27,5,3,42,1.0,2026-11-20,2027-02-18,4,0.5299886191198786,0,3.0,10336.743393009378,0.14814814814814814,0.6,1,1
954,BID_954_1,Commercial,6.46,Medium,3,Technology Demonstration,7,3821,173,8,7,11,0.705,2026-11-20,2027-02-18,4,0.4362670713201821,0,4.0,1690.6568961004973,0.017341040462427744,0.49349999999999994,2,1
954,BID_954_2,Research,6.04,High,8,Defense,7,3820,110,7,10,5,0.813,2026-11-20,2027-02-18,4,0.5822837632776934,0,2.0,1581.151832460733,0.07272727272727272,0.5690999999999999,3,2
954,BID_954_3,Government,26.36,High,6,Satellite Deployment,5,3300,80,7,9,40,1.0,2026-11-20,2027-02-18,4,0.72,1,1.0,7987.878787878788,0.075,0.5,3,3
